numero_radicado;fecha_asignacion;cod_dependencia;nombre_dependencia;nro_noticia_orfeo
20250020025272;24/04/2025;2;DIRECCIÓN SECCIONAL META;
20250250048455;24/04/2025;25;DIRECCION SECCIONAL BOYACA;
20257470003351;24/04/2025;747;SECCIONAL VALLE DEL CAUCA;
20250090044071;24/04/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250100018245;24/04/2025;10;DIRECCION SECCIONAL CAUCA;
20250200045942;24/04/2025;20;DIRECCION SECCIONAL HUILA;
20250200028095;24/04/2025;20;DIRECCION SECCIONAL HUILA;
20250030014852;24/04/2025;3;DIRECCION SECCIONAL CAQUETA;
20250230022651;24/04/2025;23;DIRECCION SECCIONAL MAGDALENA;
20250060055035;24/04/2025;6;SECCIONAL CALI;
20250200045952;24/04/2025;20;DIRECCION SECCIONAL HUILA;
20253160009505;24/04/2025;205;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - CALDAS;
20250090044081;24/04/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20258150098402;24/04/2025;817;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - ATLANTICO;080016001257202520238
20250140036975;24/04/2025;14;DIRECCION SECCIONAL TOLIMA;
20250020025282;24/04/2025;2;DIRECCIÓN SECCIONAL META;500016000567202511791
20250250048465;24/04/2025;25;DIRECCION SECCIONAL BOYACA;
20250060098302;24/04/2025;6;SECCIONAL CALI;
20255980105445;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;
20257470003361;24/04/2025;747;SECCIONAL VALLE DEL CAUCA;
20250190019481;24/04/2025;19;DIRECCION SECCIONAL CESAR;
20257470019525;24/04/2025;747;SECCIONAL VALLE DEL CAUCA;
20250090044091;24/04/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20258870021255;24/04/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250200045962;24/04/2025;20;DIRECCION SECCIONAL HUILA;
20250060055045;24/04/2025;6;SECCIONAL CALI;
20250230017585;24/04/2025;23;DIRECCION SECCIONAL MAGDALENA;470016099369202510578
20250240018722;24/04/2025;24;DIRECCION SECCIONAL NARIÑO;
20250020025292;24/04/2025;2;DIRECCIÓN SECCIONAL META;500016000567202511792
20250180009942;24/04/2025;18;DIRECCION SECCIONAL SUCRE;
20251190031202;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202524059
20250090044101;24/04/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250230022661;24/04/2025;23;DIRECCION SECCIONAL MAGDALENA;
20251190031212;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202524037
20257470003371;24/04/2025;747;SECCIONAL VALLE DEL CAUCA;
20251190031222;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202524039
20251190031232;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202526012
20251190031242;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202523086
20251190031252;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202523069
20251190031262;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202526040
20250190019491;24/04/2025;19;DIRECCION SECCIONAL CESAR;
20251190031272;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202526027
20251190031282;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202525860
20251190031292;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202525815
20251190031302;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202525842
20251190031312;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202525913
20251190031322;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202525948
20251190031332;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202525872
20251190031342;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202524038
20251190031352;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202525887
20251190031362;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202525937
20251190031372;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202523935
20251190031382;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202530409
20250060067061;24/04/2025;6;SECCIONAL CALI;
20251190031392;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202530489
20251190031402;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202523962
20251190031412;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202530465
20257470003381;24/04/2025;747;SECCIONAL VALLE DEL CAUCA;
20250230017595;24/04/2025;23;DIRECCION SECCIONAL MAGDALENA;
20250060055055;24/04/2025;6;SECCIONAL CALI;
20250060055065;24/04/2025;6;SECCIONAL CALI;
20250250048475;24/04/2025;25;DIRECCION SECCIONAL BOYACA;
20250250048485;24/04/2025;25;DIRECCION SECCIONAL BOYACA;150016099163202515550
20250090042922;24/04/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250230022671;24/04/2025;23;DIRECCION SECCIONAL MAGDALENA;
20250090044111;24/04/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20257470003391;24/04/2025;747;SECCIONAL VALLE DEL CAUCA;
20258870019021;24/04/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250190019501;24/04/2025;19;DIRECCION SECCIONAL CESAR;
20250060067071;24/04/2025;6;SECCIONAL CALI;
20258870021265;24/04/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20251190031422;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202523853
20251190031432;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202523882
20250030011365;24/04/2025;3;DIRECCION SECCIONAL CAQUETA;
20251190031442;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202523895
20250090044121;24/04/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20251190031452;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202523785
20251190031462;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202530384
20250060055075;24/04/2025;6;SECCIONAL CALI;
20251190031472;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202528772
20251190031482;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202528802
20251190031492;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202528831
20251190031502;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202528751
20251190031512;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202522731
20250190005645;24/04/2025;19;DIRECCION SECCIONAL CESAR;
20251190031522;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202522686
20250250048495;24/04/2025;25;DIRECCION SECCIONAL BOYACA;
20251190031532;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202522533
20250230022681;24/04/2025;23;DIRECCION SECCIONAL MAGDALENA;
20251190031542;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202522646
20251190031552;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202523116
20251190031562;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202523087
20258870019031;24/04/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20251190031572;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202522339
20251190031582;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202522382
20251190031592;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202522399
20257470003401;24/04/2025;747;SECCIONAL VALLE DEL CAUCA;
20251190031602;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202522601
20258870021275;24/04/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250230017605;24/04/2025;23;DIRECCION SECCIONAL MAGDALENA;470016099369202510575
20251190031612;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202528729
20251190031622;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202522571
20251190031632;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202522352
20251190031642;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202523045
20250200028105;24/04/2025;20;DIRECCION SECCIONAL HUILA;
20250030014862;24/04/2025;3;DIRECCION SECCIONAL CAQUETA;
20258870019041;24/04/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250240018732;24/04/2025;24;DIRECCION SECCIONAL NARIÑO;520016099032202518396
20257470003411;24/04/2025;747;SECCIONAL VALLE DEL CAUCA;
20250250048505;24/04/2025;25;DIRECCION SECCIONAL BOYACA;
20258870098412;24/04/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20257470019535;24/04/2025;747;SECCIONAL VALLE DEL CAUCA;
20250060098312;24/04/2025;6;SECCIONAL CALI;
20250230022691;24/04/2025;23;DIRECCION SECCIONAL MAGDALENA;
20250240018742;24/04/2025;24;DIRECCION SECCIONAL NARIÑO;
20257170007425;24/04/2025;717;PALOQUEMAO-SUBDIRECCION DE GESTION DOCUMENTAL;
20253160005081;24/04/2025;316;VENTANILLA UNICA DE CORRESPONDENCIA - CALDAS;
20250060055085;24/04/2025;6;SECCIONAL CALI;
20250250048515;24/04/2025;25;DIRECCION SECCIONAL BOYACA;
20250090044131;24/04/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250060055095;24/04/2025;6;SECCIONAL CALI;
20255210019842;24/04/2025;924;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOLIVAR;130016001128202519765
20257470003421;24/04/2025;747;SECCIONAL VALLE DEL CAUCA;
20250090044141;24/04/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250060067081;24/04/2025;6;SECCIONAL CALI;
20251190031652;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202522367
20250090044151;24/04/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250060098322;24/04/2025;6;SECCIONAL CALI;
20250230022701;24/04/2025;23;DIRECCION SECCIONAL MAGDALENA;
20257470003431;24/04/2025;747;SECCIONAL VALLE DEL CAUCA;
20250190019511;24/04/2025;19;DIRECCION SECCIONAL CESAR;
20250090044161;24/04/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20254320098422;24/04/2025;432;DIRECCION SECCIONAL ARAUCA;
20257470003441;24/04/2025;747;SECCIONAL VALLE DEL CAUCA;
20250140048612;24/04/2025;14;DIRECCION SECCIONAL TOLIMA;
20250230022711;24/04/2025;23;DIRECCION SECCIONAL MAGDALENA;
20250090044171;24/04/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20254320098432;24/04/2025;432;DIRECCION SECCIONAL ARAUCA;
20250140048622;24/04/2025;14;DIRECCION SECCIONAL TOLIMA;
20250030011375;24/04/2025;3;DIRECCION SECCIONAL CAQUETA;
20250250048525;24/04/2025;25;DIRECCION SECCIONAL BOYACA;
20250060055105;24/04/2025;6;SECCIONAL CALI;
20250250048535;24/04/2025;25;DIRECCION SECCIONAL BOYACA;
20257470019545;24/04/2025;747;SECCIONAL VALLE DEL CAUCA;
20254320098442;24/04/2025;432;DIRECCION SECCIONAL ARAUCA;
20250090044181;24/04/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250060098332;24/04/2025;6;SECCIONAL CALI;
20255980105455;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;
20252800008312;24/04/2025;280;SECCIONAL CASANARE;
20250100018255;24/04/2025;10;DIRECCION SECCIONAL CAUCA;
20250230017615;24/04/2025;23;DIRECCION SECCIONAL MAGDALENA;
20250060098342;24/04/2025;6;SECCIONAL CALI;
20250230022721;24/04/2025;23;DIRECCION SECCIONAL MAGDALENA;
20254320098452;24/04/2025;432;DIRECCION SECCIONAL ARAUCA;
20250240018752;24/04/2025;24;DIRECCION SECCIONAL NARIÑO;
20252800008322;24/04/2025;280;SECCIONAL CASANARE;
20250090044191;24/04/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250020013335;24/04/2025;2;DIRECCIÓN SECCIONAL META;
20255210019852;24/04/2025;924;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOLIVAR;130016001128202519772
20254320098462;24/04/2025;432;DIRECCION SECCIONAL ARAUCA;
20250370123521;24/04/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20254320098472;24/04/2025;432;DIRECCION SECCIONAL ARAUCA;
20250060098352;24/04/2025;6;SECCIONAL CALI;
20250090001513;24/04/2025;9;DIRECCIÓN SECCIONAL SANTANDER;687556000235202510242
20257170007435;24/04/2025;717;PALOQUEMAO-SUBDIRECCION DE GESTION DOCUMENTAL;
20250060055115;24/04/2025;6;SECCIONAL CALI;
20250060098362;24/04/2025;6;SECCIONAL CALI;
20250230017625;24/04/2025;23;DIRECCION SECCIONAL MAGDALENA;
20250230022731;24/04/2025;23;DIRECCION SECCIONAL MAGDALENA;
20250190005655;24/04/2025;19;DIRECCION SECCIONAL CESAR;
20250250048545;24/04/2025;25;DIRECCION SECCIONAL BOYACA;
20250370053022;24/04/2025;71;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - MEDELLIN;050016000248202524343
20250060055125;24/04/2025;6;SECCIONAL CALI;
20250040016332;24/04/2025;4;DIRECCION SECCIONAL CORDOBA;
20250190019521;24/04/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20255980105465;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;
20250370123531;24/04/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20250250048555;24/04/2025;25;DIRECCION SECCIONAL BOYACA;
20250060055135;24/04/2025;6;SECCIONAL CALI;
20250100018265;24/04/2025;10;DIRECCION SECCIONAL CAUCA;
20250240023835;24/04/2025;24;DIRECCION SECCIONAL NARIÑO;
20257470019555;24/04/2025;747;SECCIONAL VALLE DEL CAUCA;
20250090042932;24/04/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20256110092382;24/04/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250370053032;24/04/2025;71;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - MEDELLIN;050016000248202525762
20251190031692;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202522751
20250060098372;24/04/2025;6;SECCIONAL CALI;
20250030011385;24/04/2025;3;DIRECCION SECCIONAL CAQUETA;
20250230022741;24/04/2025;23;DIRECCION SECCIONAL MAGDALENA;
20257170007445;24/04/2025;717;PALOQUEMAO-SUBDIRECCION DE GESTION DOCUMENTAL;
20251190031702;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202522200
20255980105475;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;
20253160005091;24/04/2025;316;VENTANILLA UNICA DE CORRESPONDENCIA - CALDAS;
20250200028115;24/04/2025;20;DIRECCION SECCIONAL HUILA;
20258870021285;24/04/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20257470003451;24/04/2025;747;SECCIONAL VALLE DEL CAUCA;
20250370123541;24/04/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20255980105485;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;
20250200045972;24/04/2025;20;DIRECCION SECCIONAL HUILA;
20250230017635;24/04/2025;23;DIRECCION SECCIONAL MAGDALENA;470016099369202510572
20250190019531;24/04/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250250048565;24/04/2025;25;DIRECCION SECCIONAL BOYACA;
20250190012582;24/04/2025;19;DIRECCION SECCIONAL CESAR;
20257470003461;24/04/2025;747;SECCIONAL VALLE DEL CAUCA;
20258150098482;24/04/2025;817;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - ATLANTICO;080016001257202519911
20250060055145;24/04/2025;6;SECCIONAL CALI;
20250140036985;24/04/2025;14;DIRECCION SECCIONAL TOLIMA;
20257420014222;24/04/2025;742;DIRECCION SECCIONAL MAGDALENA MEDIO;
20257640098492;24/04/2025;764;DIRECCION SECCIONAL PUTUMAYO;
20250370123551;24/04/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20250140048632;24/04/2025;14;DIRECCION SECCIONAL TOLIMA;
20257420014232;24/04/2025;742;DIRECCION SECCIONAL MAGDALENA MEDIO;
20250140036995;24/04/2025;14;DIRECCION SECCIONAL TOLIMA;
20250060098382;24/04/2025;6;SECCIONAL CALI;
20258870098502;24/04/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250240011991;24/04/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20258150098512;24/04/2025;817;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - ATLANTICO;080016001257202519868
20257170007455;24/04/2025;717;PALOQUEMAO-SUBDIRECCION DE GESTION DOCUMENTAL;
20251190031712;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202526503
20253150010592;24/04/2025;555;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - QUINDIO;630016000059202512092
20250230022751;24/04/2025;23;DIRECCION SECCIONAL MAGDALENA;
20250020025302;24/04/2025;2;DIRECCIÓN SECCIONAL META;
20257640098522;24/04/2025;764;DIRECCION SECCIONAL PUTUMAYO;
20255980105495;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;
20250060055155;24/04/2025;6;SECCIONAL CALI;
20250030011395;24/04/2025;3;DIRECCION SECCIONAL CAQUETA;
20250100006341;24/04/2025;10;DIRECCION SECCIONAL CAUCA;
20250060098392;24/04/2025;6;SECCIONAL CALI;
20250020025312;24/04/2025;2;DIRECCIÓN SECCIONAL META;
20256110006885;24/04/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250060067091;24/04/2025;6;SECCIONAL CALI;
20250250011932;24/04/2025;25;DIRECCION SECCIONAL BOYACA;
20250060098402;24/04/2025;6;SECCIONAL CALI;
20250060055165;24/04/2025;6;SECCIONAL CALI;
20255980105505;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;
20250060098412;24/04/2025;6;SECCIONAL CALI;
20255210012261;24/04/2025;521;VENTANILLA UNICA DE CORRESPONDENCIA - BOLIVAR;
20250230022761;24/04/2025;23;DIRECCION SECCIONAL MAGDALENA;
20250060098422;24/04/2025;6;SECCIONAL CALI;
20250060098432;24/04/2025;6;SECCIONAL CALI;
20251190031722;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202523240
20255840001861;24/04/2025;584;DIRECCION SECCIONAL SAN ANDRES;880016001208202410925
20250140037005;24/04/2025;14;DIRECCION SECCIONAL TOLIMA;
20250200045982;24/04/2025;20;DIRECCION SECCIONAL HUILA;
20250060098442;24/04/2025;6;SECCIONAL CALI;
20257470019565;24/04/2025;747;SECCIONAL VALLE DEL CAUCA;
20250250048575;24/04/2025;25;DIRECCION SECCIONAL BOYACA;152386000213202510827
20251190031732;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000050202522915
20256110012191;24/04/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20255980105515;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;
20250020025322;24/04/2025;2;DIRECCIÓN SECCIONAL META;
20250230022771;24/04/2025;23;DIRECCION SECCIONAL MAGDALENA;
20250100018275;24/04/2025;10;DIRECCION SECCIONAL CAUCA;
20250060098452;24/04/2025;6;SECCIONAL CALI;
20250100006351;24/04/2025;10;DIRECCION SECCIONAL CAUCA;
20250060067101;24/04/2025;6;SECCIONAL CALI;
20257170007465;24/04/2025;717;PALOQUEMAO-SUBDIRECCION DE GESTION DOCUMENTAL;
20255980105525;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;
20250060055175;24/04/2025;6;SECCIONAL CALI;
20258870021295;24/04/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250030011405;24/04/2025;3;DIRECCION SECCIONAL CAQUETA;
20255210012271;24/04/2025;521;VENTANILLA UNICA DE CORRESPONDENCIA - BOLIVAR;
20256110012201;24/04/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250230022781;24/04/2025;23;DIRECCION SECCIONAL MAGDALENA;
20258870098552;24/04/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250100018285;24/04/2025;10;DIRECCION SECCIONAL CAUCA;
20250030011415;24/04/2025;3;DIRECCION SECCIONAL CAQUETA;
20250180009952;24/04/2025;18;DIRECCION SECCIONAL SUCRE;
20250060098462;24/04/2025;6;SECCIONAL CALI;
20258870021305;24/04/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20256110092422;24/04/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20258870098562;24/04/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20256110012211;24/04/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250100011002;24/04/2025;10;DIRECCION SECCIONAL CAUCA;
20250280006275;24/04/2025;28;SECCION DE ATENCION AL USUARIO INTERV. TEMPRANA Y ASIGN. ESPE.-CUND;
20250200045992;24/04/2025;20;DIRECCION SECCIONAL HUILA;
20250100018295;24/04/2025;10;DIRECCION SECCIONAL CAUCA;
20258870098572;24/04/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20255980105535;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;
20255840001871;24/04/2025;584;DIRECCION SECCIONAL SAN ANDRES;880016109528201080155
20250060098472;24/04/2025;6;SECCIONAL CALI;
20250080003182;24/04/2025;8;DIRECCION SECCIONAL GUAJIRA;440016001081202510885
20250140037015;24/04/2025;14;DIRECCION SECCIONAL TOLIMA;
20256110012221;24/04/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250100011012;24/04/2025;10;DIRECCION SECCIONAL CAUCA;
20250060055185;24/04/2025;6;SECCIONAL CALI;
20250240012001;24/04/2025;24;DIRECCION SECCIONAL NARIÑO;
20258870098582;24/04/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20253150010165;24/04/2025;555;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - QUINDIO;630016099021202500069
20250090042942;24/04/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20253180012152;24/04/2025;395;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - PEREIRA;660016000036202513068
20255210012281;24/04/2025;521;VENTANILLA UNICA DE CORRESPONDENCIA - BOLIVAR;
20257170007475;24/04/2025;717;PALOQUEMAO-SUBDIRECCION DE GESTION DOCUMENTAL;
20257170007485;24/04/2025;717;PALOQUEMAO-SUBDIRECCION DE GESTION DOCUMENTAL;
20253180012162;24/04/2025;395;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - PEREIRA;660016000036202513067
20258870098592;24/04/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250100018305;24/04/2025;10;DIRECCION SECCIONAL CAUCA;
20250240018762;24/04/2025;24;DIRECCION SECCIONAL NARIÑO;
20253180012172;24/04/2025;395;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - PEREIRA;660016000036202513066
20250030011425;24/04/2025;3;DIRECCION SECCIONAL CAQUETA;
20258870019051;24/04/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250060098482;24/04/2025;6;SECCIONAL CALI;
20253180012182;24/04/2025;395;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - PEREIRA;660016000036202513064
20258870098602;24/04/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250250048585;24/04/2025;25;DIRECCION SECCIONAL BOYACA;
20250100011022;24/04/2025;10;DIRECCION SECCIONAL CAUCA;
20253180012192;24/04/2025;395;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - PEREIRA;660016000036202513062
20250140037025;24/04/2025;14;DIRECCION SECCIONAL TOLIMA;
20250230017645;24/04/2025;23;DIRECCION SECCIONAL MAGDALENA;
20258870098612;24/04/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250240018772;24/04/2025;24;DIRECCION SECCIONAL NARIÑO;
20250060055195;24/04/2025;6;SECCIONAL CALI;
20250250048595;24/04/2025;25;DIRECCION SECCIONAL BOYACA;150016099163202515943
20255210012291;24/04/2025;521;VENTANILLA UNICA DE CORRESPONDENCIA - BOLIVAR;
20250140048642;24/04/2025;14;DIRECCION SECCIONAL TOLIMA;
20250090042952;24/04/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20257470019575;24/04/2025;747;SECCIONAL VALLE DEL CAUCA;
20250240018782;24/04/2025;24;DIRECCION SECCIONAL NARIÑO;
20250060055205;24/04/2025;6;SECCIONAL CALI;
20250030011435;24/04/2025;3;DIRECCION SECCIONAL CAQUETA;
20250060098492;24/04/2025;6;SECCIONAL CALI;
20250060055215;24/04/2025;6;SECCIONAL CALI;
20255980105545;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;
20258870021315;24/04/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250140048652;24/04/2025;14;DIRECCION SECCIONAL TOLIMA;
20250370123561;24/04/2025;37;VENTANILLA UNICA DE CORRESPONDENCIA-MEDELLIN;
20256110012231;24/04/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250370053072;24/04/2025;71;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - MEDELLIN;050016000248202524311
20250100011032;24/04/2025;10;DIRECCION SECCIONAL CAUCA;
20255980105555;24/04/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;
20250100018315;24/04/2025;10;DIRECCION SECCIONAL CAUCA;
20250370053082;24/04/2025;71;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - MEDELLIN;050016000248202524618
20250190005665;24/04/2025;19;DIRECCION SECCIONAL CESAR;
20258870098622;24/04/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
